n,alpha,beta_mkt,beta_smb,beta_hml,t_alpha,t_mkt,t_smb,t_hml,p_alpha,p_mkt,p_smb,p_hml,r2,adj_r2,quarter,start_date,end_date
57,0.003176366800206365,-0.06769325004630707,-0.04599069002833097,-0.05962440549848653,12.210580760684001,-4.155361769117061,-4.323071888907938,-1.5242395194597362,4.976626489342447e-17,0.0001189317839523028,6.81380455605603e-05,0.13339421543042135,0.42954615232127524,0.39725631188663046,2024Q1,2024-01-02,2024-03-29
59,0.0027066476433234947,-0.07991342732593787,-0.034127205312427765,0.03451039650557009,14.366736137722615,-4.643679359672486,-2.427520520007294,1.0337021379232327,2.9040392570063467e-20,2.170628694823188e-05,0.018503712496685053,0.3057994090478365,0.3777459028247687,0.3438047702515743,2024Q2,2024-04-01,2024-06-28
64,0.002008751655292032,0.01650805617342924,-0.037175103968382195,-0.07138477870056911,9.378003720245736,1.440067057714394,-1.275394997598964,-1.8205162679482438,2.294541711143597e-13,0.15504611392907686,0.2070855937084111,0.0736684557671642,0.17248712511457187,0.13111148137030038,2024Q3,2024-07-01,2024-09-30
61,0.004644363010687155,0.014110461328983387,-0.02841257784593089,-0.20718391024438618,8.357973867536446,0.49480279041124353,-0.6148487448849762,-3.4321532087756847,1.753596519522991e-11,0.6226412517040802,0.541101470035261,0.001121250231895152,0.2534107922408464,0.21411662341141735,2024Q4,2024-10-08,2024-12-31
